region,lat,lon,households
South East,51.8192,-1.6590,16.325
South East,51.8198,-0.5562,2.674
South East,51.8200,-0.5708,27.030
South East,51.8202,-0.5853,3.766
South East,51.8203,-0.5998,1.061
South East,51.8205,-0.6143,1.346
South East,51.8207,-0.6288,12.668
South East,51.8208,-0.6433,42.986
South East,51.8210,-0.6578,123.335
South East,51.8212,-0.6723,10.407
South East,51.8213,-0.6868,22.383
South East,51.8215,-0.7013,0.305
South East,51.8217,-0.7158,8.173
South East,51.8218,-0.7303,3.662
South East,51.8220,-0.7448,3.390
South East,51.8221,-0.7593,91.648
South East,51.8223,-0.7738,522.274
South East,51.8224,-0.7883,767.336
South East,51.8226,-0.8029,2229.787
South East,51.8227,-0.8174,3356.634
South East,51.8229,-0.8319,1998.391
South East,51.8230,-0.8464,1064.547
South East,51.8232,-0.8609,9.952
South East,51.8233,-0.8754,2.284
South East,51.8234,-0.8899,0.036
South East,51.8236,-0.9044,0.118
South East,51.8237,-0.9189,5.597
South East,51.8238,-0.9334,0.437
South East,51.8240,-0.9479,2.900
South East,51.8241,-0.9624,1.149
South East,51.8242,-0.9770,25.003
South East,51.8243,-0.9915,1.939
South East,51.8245,-1.0060,17.963
South East,51.8246,-1.0205,7.040
South East,51.8247,-1.0350,3.505
South East,51.8248,-1.0495,144.900
South East,51.8249,-1.0640,15.146
South East,51.8251,-1.0785,2.776
South East,51.8252,-1.0930,13.207
South East,51.8253,-1.1075,1.242
South East,51.8254,-1.1220,4.969
South East,51.8255,-1.1366,2.157
South East,51.8256,-1.1511,3.023
South East,51.8257,-1.1656,2.250
South East,51.8258,-1.1801,1.857
South East,51.8259,-1.1946,24.093
South East,51.8260,-1.2091,6.571
South East,51.8261,-1.2236,2.721
South East,51.8262,-1.2381,121.599
South East,51.8263,-1.2526,19.340
South East,51.8264,-1.2671,37.642
South East,51.8265,-1.2817,1145.605
South East,51.8266,-1.2962,1476.829
South East,51.8267,-1.3252,3.754
South East,51.8267,-1.3107,188.227
South East,51.8268,-1.3397,10.879
South East,51.8269,-1.3542,44.162
South East,51.8270,-1.3687,120.771
South East,51.8271,-1.3977,686.830
South East,51.8271,-1.3832,202.905
South East,51.8272,-1.4123,23.896
South East,51.8273,-1.4413,5.109
South East,51.8273,-1.4268,50.959
South East,51.8274,-1.4558,6.204
South East,51.8275,-1.4848,3.224
South East,51.8275,-1.4703,1.524
South East,51.8276,-1.4993,10.846
South East,51.8277,-1.5283,8.567
South East,51.8277,-1.5138,5.452
South East,51.8278,-1.5574,5.945
South East,51.8278,-1.5429,30.791
South East,51.8279,-1.5864,10.687
South East,51.8279,-1.5719,0.475
South East,51.8280,-1.6154,1.501
South East,51.8280,-1.6009,2.471
South East,51.8281,-1.6444,0.583
South East,51.8281,-1.6299,1.461
South East,51.8282,-1.6590,0.115
South East,51.8284,-0.5269,6.506
South East,51.8286,-0.5414,0.853
South East,51.8288,-0.5560,3.696
South East,51.8290,-0.5705,2.108
South East,51.8292,-0.5850,3.195
South East,51.8293,-0.5995,0.425
South East,51.8295,-0.6140,0.577
South East,51.8297,-0.6285,55.482
South East,51.8298,-0.6430,909.158
South East,51.8300,-0.6575,10.742
South East,51.8302,-0.6720,7.417
South East,51.8303,-0.6865,6.514
South East,51.8307,-0.7156,0.366
South East,51.8308,-0.7301,0.275
South East,51.8310,-0.7446,1.107
South East,51.8311,-0.7591,33.403
South East,51.8313,-0.7736,234.331
South East,51.8314,-0.7881,230.640
South East,51.8316,-0.8026,846.867
South East,51.8317,-0.8171,996.882
South East,51.8319,-0.8316,646.850
South East,51.8320,-0.8461,855.875
South East,51.8321,-0.8607,558.400
South East,51.8323,-0.8752,3.111
South East,51.8324,-0.8897,0.237
South East,51.8326,-0.9042,6.592
South East,51.8327,-0.9187,2.397
South East,51.8328,-0.9332,9.340
South East,51.8330,-0.9477,5.103
South East,51.8331,-0.9622,3.666
South East,51.8332,-0.9767,3.033
South East,51.8333,-0.9913,4.520
South East,51.8335,-1.0058,9.467
South East,51.8336,-1.0203,4.855
South East,51.8337,-1.0348,20.806
South East,51.8338,-1.0493,18.681
South East,51.8339,-1.0638,8.583
South East,51.8341,-1.0783,5.902
South East,51.8342,-1.0928,2.047
South East,51.8343,-1.1074,2.352
South East,51.8344,-1.1219,8.974
South East,51.8345,-1.1364,13.656
South East,51.8346,-1.1509,43.000
South East,51.8347,-1.1654,10.690
South East,51.8348,-1.1799,76.514
South East,51.8349,-1.1944,11.970
South East,51.8350,-1.2089,5.985
South East,51.8351,-1.2235,3.703
South East,51.8352,-1.2380,6.615
South East,51.8353,-1.2525,9.452
South East,51.8354,-1.2670,38.088
South East,51.8355,-1.2815,8.062
South East,51.8356,-1.3105,38.234
South East,51.8356,-1.2960,30.997
South East,51.8357,-1.3251,12.160
South East,51.8358,-1.3396,92.673
South East,51.8359,-1.3541,79.862
South East,51.8360,-1.3831,17.790
South East,51.8360,-1.3686,3.420
South East,51.8361,-1.3976,91.237
South East,51.8362,-1.4121,18.880
South East,51.8363,-1.4412,4.333
South East,51.8363,-1.4267,4.028
South East,51.8364,-1.4557,15.148
South East,51.8365,-1.4847,111.947
South East,51.8365,-1.4702,7.809
South East,51.8366,-1.4992,11.933
South East,51.8367,-1.5283,132.467
South East,51.8367,-1.5137,3.344
South East,51.8368,-1.5573,19.194
South East,51.8368,-1.5428,150.243
South East,51.8369,-1.5863,1.446
South East,51.8369,-1.5718,2.901
South East,51.8370,-1.6153,2.657
South East,51.8370,-1.6008,1.446
South East,51.8371,-1.6444,0.649
South East,51.8371,-1.6299,1.461
South East,51.8372,-1.6589,0.546
South East,51.8374,-0.5266,2.676
South East,51.8376,-0.5412,5.686
South East,51.8378,-0.5557,69.648
South East,51.8380,-0.5702,7.391
South East,51.8381,-0.5847,1.588
South East,51.8383,-0.5992,0.682
South East,51.8385,-0.6137,12.384
South East,51.8387,-0.6282,344.548
South East,51.8388,-0.6427,329.535
South East,51.8390,-0.6572,83.852
South East,51.8392,-0.6718,26.820
South East,51.8393,-0.6863,15.620
South East,51.8400,-0.7443,0.179
South East,51.8401,-0.7588,4.648
South East,51.8403,-0.7733,14.987
South East,51.8404,-0.7879,2.688
South East,51.8406,-0.8024,16.064
South East,51.8407,-0.8169,7.197
South East,51.8409,-0.8314,3.808
South East,51.8410,-0.8459,648.592
South East,51.8411,-0.8604,538.050
South East,51.8413,-0.8749,11.314
South East,51.8414,-0.8895,3.151
South East,51.8415,-0.9040,10.187
South East,51.8417,-0.9185,429.050
South East,51.8418,-0.9330,49.034
South East,51.8419,-0.9475,37.517
South East,51.8421,-0.9620,35.612
South East,51.8422,-0.9765,76.745
South East,51.8423,-0.9911,1.922
South East,51.8425,-1.0056,6.600
South East,51.8426,-1.0201,12.720
South East,51.8427,-1.0346,7.203
South East,51.8428,-1.0491,6.915
South East,51.8429,-1.0636,14.144
South East,51.8430,-1.0781,4.534
South East,51.8432,-1.0927,14.323
South East,51.8433,-1.1072,41.628
South East,51.8434,-1.1217,56.481
South East,51.8435,-1.1362,4.245
South East,51.8436,-1.1507,3.217
South East,51.8437,-1.1652,31.630
South East,51.8438,-1.1798,24.923
South East,51.8439,-1.1943,1.857
South East,51.8440,-1.2088,16.068
South East,51.8441,-1.2233,10.700
South East,51.8442,-1.2378,70.962
South East,51.8443,-1.2523,16.604
South East,51.8444,-1.2669,3.229
South East,51.8445,-1.2959,29.329
South East,51.8445,-1.2814,7.624
South East,51.8446,-1.3104,13.207
South East,51.8447,-1.3249,20.277
South East,51.8448,-1.3394,650.389
South East,51.8449,-1.3540,689.701
South East,51.8450,-1.3830,0.302
South East,51.8451,-1.3975,23.744
South East,51.8452,-1.4120,50.593
South East,51.8453,-1.4411,3.596
South East,51.8453,-1.4265,48.933
South East,51.8454,-1.4556,7.790
South East,51.8455,-1.4846,89.408
South East,51.8455,-1.4701,117.443
South East,51.8456,-1.5136,1.235
South East,51.8456,-1.4991,6.719
South East,51.8457,-1.5282,1.639
South East,51.8458,-1.5572,11.531
South East,51.8459,-1.5862,7.836
South East,51.8459,-1.5717,1.446
South East,51.8460,-1.6153,3.560
South East,51.8460,-1.6008,31.375
South East,51.8461,-1.6298,4.855
South East,51.8462,-1.6588,0.819
South East,51.8464,-0.5264,6.835
South East,51.8466,-0.5409,20.752
South East,51.8468,-0.5554,8.813
South East,51.8470,-0.5699,7.103
South East,51.8471,-0.5844,10.582
South East,51.8473,-0.5989,2.301
South East,51.8475,-0.6134,6.812
South East,51.8476,-0.6280,4.657
South East,51.8478,-0.6425,30.431
South East,51.8480,-0.6570,420.680
South East,51.8481,-0.6715,240.531
South East,51.8483,-0.6860,1.453
South East,51.8486,-0.7150,2.301
South East,51.8488,-0.7296,3.186
South East,51.8489,-0.7441,1.534
South East,51.8491,-0.7586,7.861
South East,51.8492,-0.7731,10.830
South East,51.8494,-0.7876,0.430
South East,51.8495,-0.8021,1.285
South East,51.8497,-0.8167,9.197
South East,51.8498,-0.8312,7.903
South East,51.8500,-0.8457,2.092
South East,51.8501,-0.8602,1.870
South East,51.8503,-0.8747,3.657
South East,51.8504,-0.8892,2.068
South East,51.8505,-0.9038,6.748
South East,51.8507,-0.9183,255.075
South East,51.8508,-0.9328,30.740
South East,51.8509,-0.9473,26.946
South East,51.8511,-0.9618,30.420
South East,51.8512,-0.9763,8.511
South East,51.8513,-0.9909,7.962
South East,51.8514,-1.0054,16.846
South East,51.8516,-1.0199,5.157
South East,51.8517,-1.0344,66.984
South East,51.8518,-1.0489,27.660
South East,51.8519,-1.0634,36.320
South East,51.8520,-1.0780,6.008
South East,51.8521,-1.0925,18.654
South East,51.8523,-1.1070,158.006
South East,51.8524,-1.1215,36.255
South East,51.8525,-1.1360,1.468
South East,51.8526,-1.1506,2.271
South East,51.8527,-1.1651,70.089
South East,51.8528,-1.1796,13.299
South East,51.8529,-1.1941,9.219
South East,51.8530,-1.2086,6.901
South East,51.8531,-1.2232,19.686
South East,51.8532,-1.2377,3.437
South East,51.8533,-1.2522,8.948
South East,51.8534,-1.2667,123.346
South East,51.8535,-1.2957,11.566
South East,51.8535,-1.2812,37.080
South East,51.8536,-1.3103,13.340
South East,51.8537,-1.3248,7.465
South East,51.8538,-1.3393,112.506
South East,51.8539,-1.3538,282.781
South East,51.8540,-1.3829,1.670
South East,51.8540,-1.3683,0.770
South East,51.8541,-1.3974,1.447
South East,51.8542,-1.4264,707.848
South East,51.8542,-1.4119,1.557
South East,51.8543,-1.4409,9.032
South East,51.8544,-1.4555,24.392
South East,51.8545,-1.4845,29.256
South East,51.8545,-1.4700,5.986
South East,51.8546,-1.4990,3.955
South East,51.8547,-1.5281,0.086
South East,51.8548,-1.5571,2.613
South East,51.8548,-1.5426,3.626
South East,51.8549,-1.5861,74.501
South East,51.8549,-1.5716,8.390
South East,51.8550,-1.6152,165.370
South East,51.8550,-1.6007,292.506
South East,51.8551,-1.6442,2.047
South East,51.8551,-1.6297,17.496
South East,51.8552,-1.6588,0.053
South East,51.8558,-0.5551,0.247
South East,51.8559,-0.5696,2.105
South East,51.8561,-0.5841,14.020
South East,51.8563,-0.5986,1.558
South East,51.8565,-0.6132,21.582
South East,51.8566,-0.6277,12.591
South East,51.8568,-0.6422,4.339
South East,51.8570,-0.6567,35.597
South East,51.8571,-0.6712,2.702
South East,51.8573,-0.6858,7.442
South East,51.8575,-0.7003,1.587
South East,51.8576,-0.7148,2.513
South East,51.8578,-0.7293,67.484
South East,51.8579,-0.7438,76.269
South East,51.8581,-0.7583,18.886
South East,51.8582,-0.7729,4.930
South East,51.8584,-0.7874,2.465
South East,51.8585,-0.8019,4.031
South East,51.8587,-0.8164,74.835
South East,51.8588,-0.8309,14.761
South East,51.8590,-0.8455,3.188
South East,51.8591,-0.8600,0.870
South East,51.8593,-0.8745,2.027
South East,51.8594,-0.8890,2.896
South East,51.8595,-0.9035,6.905
South East,51.8597,-0.9181,6.043
South East,51.8598,-0.9326,24.296
South East,51.8599,-0.9471,4.229
South East,51.8601,-0.9616,18.562
South East,51.8602,-0.9761,28.852
South East,51.8603,-0.9907,14.599
South East,51.8604,-1.0052,24.884
South East,51.8606,-1.0197,5.487
South East,51.8607,-1.0342,2.204
South East,51.8608,-1.0487,2.165
South East,51.8609,-1.0633,5.051
South East,51.8610,-1.0778,10.632
South East,51.8611,-1.0923,14.747
South East,51.8612,-1.1068,21.790
South East,51.8614,-1.1213,33.973
South East,51.8615,-1.1359,10.260
South East,51.8616,-1.1504,0.642
South East,51.8617,-1.1649,2.318
South East,51.8618,-1.1794,7.359
South East,51.8619,-1.1940,14.482
South East,51.8620,-1.2085,22.092
South East,51.8621,-1.2230,89.244
South East,51.8622,-1.2375,18.788
South East,51.8623,-1.2520,5.864
South East,51.8624,-1.2811,6.213
South East,51.8624,-1.2666,33.889
South East,51.8625,-1.2956,70.142
South East,51.8626,-1.3101,4.750
South East,51.8627,-1.3247,3.175
South East,51.8628,-1.3392,3.268
South East,51.8629,-1.3682,5.651
South East,51.8629,-1.3537,3.184
South East,51.8630,-1.3827,7.023
South East,51.8631,-1.3973,3.425
South East,51.8632,-1.4263,12.340
South East,51.8632,-1.4118,1.130
South East,51.8633,-1.4408,2.385
South East,51.8634,-1.4699,180.432
South East,51.8634,-1.4554,3.619
South East,51.8635,-1.4844,30.462
South East,51.8636,-1.5135,0.417
South East,51.8636,-1.4989,2.208
South East,51.8637,-1.5425,3.474
South East,51.8637,-1.5280,0.107
South East,51.8638,-1.5570,67.043
South East,51.8639,-1.5861,37.574
South East,51.8639,-1.5715,81.992
South East,51.8640,-1.6151,613.707
South East,51.8640,-1.6006,207.584
South East,51.8641,-1.6587,11.013
South East,51.8641,-1.6442,8.303
South East,51.8641,-1.6296,8.858
South East,51.8648,-0.5548,4.817
South East,51.8649,-0.5693,9.123
South East,51.8651,-0.5838,392.797
South East,51.8653,-0.5984,60.753
South East,51.8655,-0.6129,6.398
South East,51.8656,-0.6274,0.797
South East,51.8658,-0.6419,6.429
South East,51.8660,-0.6564,35.363
South East,51.8661,-0.6710,1.750
South East,51.8663,-0.6855,23.110
South East,51.8664,-0.7000,7.760
South East,51.8666,-0.7145,21.857
South East,51.8668,-0.7291,140.468
South East,51.8669,-0.7436,437.503
South East,51.8671,-0.7581,43.145
South East,51.8672,-0.7726,20.098
South East,51.8674,-0.7871,1.138
South East,51.8677,-0.8162,0.569
South East,51.8678,-0.8307,87.683
South East,51.8680,-0.8452,4.062
South East,51.8681,-0.8597,2.054
South East,51.8682,-0.8743,1.068
South East,51.8684,-0.8888,5.943
South East,51.8685,-0.9033,10.212
South East,51.8687,-0.9178,140.658
South East,51.8688,-0.9324,33.918
South East,51.8689,-0.9469,4.075
South East,51.8690,-0.9614,2.739
South East,51.8692,-0.9759,5.446
South East,51.8693,-0.9905,41.066
South East,51.8694,-1.0050,31.406
South East,51.8695,-1.0195,6.852
South East,51.8697,-1.0340,2.919
South East,51.8698,-1.0485,4.083
South East,51.8699,-1.0631,14.289
South East,51.8700,-1.0776,10.894
South East,51.8701,-1.0921,44.591
South East,51.8702,-1.1066,120.548
South East,51.8703,-1.1212,535.318
South East,51.8705,-1.1357,53.043
South East,51.8706,-1.1502,5.380
South East,51.8707,-1.1647,6.717
South East,51.8708,-1.1793,65.565
South East,51.8709,-1.1938,32.521
South East,51.8710,-1.2083,3.886
South East,51.8711,-1.2228,14.091
South East,51.8712,-1.2374,5.314
South East,51.8713,-1.2664,83.157
South East,51.8713,-1.2519,2.674
South East,51.8714,-1.2809,284.203
South East,51.8715,-1.2955,24.312
South East,51.8716,-1.3100,3.311
South East,51.8717,-1.3245,2.567
South East,51.8718,-1.3390,1.674
South East,51.8719,-1.3681,120.820
South East,51.8719,-1.3536,49.091
South East,51.8720,-1.3826,18.700
South East,51.8721,-1.3971,5.059
South East,51.8722,-1.4262,3.564
South East,51.8722,-1.4117,6.036
South East,51.8724,-1.4698,581.818
South East,51.8724,-1.4552,1.970
South East,51.8725,-1.4843,607.942
South East,51.8726,-1.5134,0.834
South East,51.8726,-1.4988,8.833
South East,51.8727,-1.5424,12.316
South East,51.8727,-1.5279,0.064
South East,51.8728,-1.5569,2.222
South East,51.8729,-1.5860,10.183
South East,51.8729,-1.5715,2.587
South East,51.8730,-1.6296,11.395
South East,51.8730,-1.6150,16.290
South East,51.8730,-1.6005,5.680
South East,51.8731,-1.6586,7.126
South East,51.8731,-1.6441,0.518
South East,51.8732,-1.6731,0.259
South East,51.8737,-0.5545,2.512
South East,51.8739,-0.5690,12.983
South East,51.8741,-0.5836,356.201
South East,51.8743,-0.5981,77.475
South East,51.8744,-0.6126,8.136
South East,51.8746,-0.6271,8.293
South East,51.8748,-0.6417,79.500
South East,51.8749,-0.6562,4.802
South East,51.8751,-0.6707,8.748
South East,51.8753,-0.6852,8.248
South East,51.8754,-0.6997,2.420
South East,51.8756,-0.7143,1.686
South East,51.8758,-0.7288,38.850
South East,51.8759,-0.7433,7.923
South East,51.8761,-0.7578,6.482
South East,51.8762,-0.7724,25.382
South East,51.8764,-0.7869,2.446
South East,51.8765,-0.8014,0.499
South East,51.8767,-0.8159,4.149
South East,51.8768,-0.8305,165.456
South East,51.8770,-0.8450,35.533
South East,51.8771,-0.8595,3.993
South East,51.8772,-0.8740,18.096
South East,51.8774,-0.8886,7.081
South East,51.8775,-0.9031,27.569
South East,51.8776,-0.9176,205.500
South East,51.8778,-0.9321,15.462
South East,51.8779,-0.9467,1.663
South East,51.8780,-0.9612,1.628
South East,51.8782,-0.9757,6.636
South East,51.8783,-0.9903,3.337
South East,51.8784,-1.0048,167.392
South East,51.8785,-1.0193,80.141
South East,51.8787,-1.0338,1.223
South East,51.8788,-1.0484,1.361
South East,51.8789,-1.0629,6.455
South East,51.8790,-1.0774,6.859
South East,51.8791,-1.0919,21.006
South East,51.8792,-1.1065,18.552
South East,51.8793,-1.1210,40.986
South East,51.8794,-1.1355,81.306
South East,51.8796,-1.1500,373.236
South East,51.8797,-1.1646,70.251
South East,51.8798,-1.1791,16.742
South East,51.8799,-1.1936,45.544
South East,51.8800,-1.2082,6.112
South East,51.8801,-1.2227,12.766
South East,51.8802,-1.2517,36.302
South East,51.8802,-1.2372,13.869
South East,51.8803,-1.2663,16.725
South East,51.8804,-1.2808,28.269
South East,51.8805,-1.2953,297.916
South East,51.8806,-1.3099,68.577
South East,51.8807,-1.3244,5.501
South East,51.8808,-1.3534,9.727
South East,51.8809,-1.3680,48.279
South East,51.8810,-1.3825,4.828
South East,51.8811,-1.3970,1.917
South East,51.8812,-1.4261,1.066
South East,51.8812,-1.4116,0.549
South East,51.8813,-1.4406,0.501
South East,51.8814,-1.4697,40.371
South East,51.8814,-1.4551,2.984
South East,51.8815,-1.4842,33.765
South East,51.8816,-1.5133,1.800
South East,51.8816,-1.4987,1.443
South East,51.8817,-1.5423,4.338
South East,51.8817,-1.5278,3.148
South East,51.8818,-1.5714,2.707
South East,51.8818,-1.5568,3.346
South East,51.8819,-1.6004,48.574
South East,51.8819,-1.5859,3.123
South East,51.8820,-1.6295,1.308
South East,51.8820,-1.6150,14.478
South East,51.8821,-1.6585,1.425
South East,51.8821,-1.6440,0.907
South East,51.8822,-1.6731,12.956
South East,51.8829,-0.5688,17.894
South East,51.8831,-0.5833,13.954
South East,51.8833,-0.5978,17.019
South East,51.8834,-0.6123,0.167
South East,51.8836,-0.6269,1.884
South East,51.8838,-0.6414,29.340
South East,51.8839,-0.6559,2.339
South East,51.8841,-0.6704,9.458
South East,51.8843,-0.6850,16.568
South East,51.8844,-0.6995,4.279
South East,51.8846,-0.7140,2.147
South East,51.8847,-0.7285,11.810
South East,51.8849,-0.7431,0.061
South East,51.8851,-0.7576,5.145
South East,51.8852,-0.7721,6.770
South East,51.8854,-0.7867,2.788
South East,51.8855,-0.8012,0.452
South East,51.8857,-0.8157,8.528
South East,51.8858,-0.8302,20.284
South East,51.8859,-0.8448,204.941
South East,51.8861,-0.8593,205.740
South East,51.8862,-0.8738,8.351
South East,51.8864,-0.8883,5.219
South East,51.8865,-0.9029,4.512
South East,51.8866,-0.9174,1.289
South East,51.8868,-0.9319,10.958
South East,51.8869,-0.9465,2.435
South East,51.8870,-0.9610,2.319
South East,51.8872,-0.9755,1.546
South East,51.8873,-0.9901,5.775
South East,51.8874,-1.0046,69.800
South East,51.8875,-1.0191,81.314
South East,51.8876,-1.0336,4.978
South East,51.8878,-1.0482,1.611
South East,51.8879,-1.0627,2.330
South East,51.8880,-1.0772,11.651
South East,51.8881,-1.0918,7.567
South East,51.8882,-1.1063,5.941
South East,51.8883,-1.1208,15.268
South East,51.8884,-1.1353,842.680
South East,51.8885,-1.1499,497.140
South East,51.8886,-1.1644,482.954
South East,51.8888,-1.1789,72.092
South East,51.8889,-1.2080,4.395
South East,51.8889,-1.1935,108.988
South East,51.8890,-1.2225,5.944
South East,51.8891,-1.2371,7.473
South East,51.8892,-1.2516,1.697
South East,51.8893,-1.2661,0.881
South East,51.8894,-1.2807,3.573
South East,51.8895,-1.2952,14.936
South East,51.8896,-1.3097,17.294
South East,51.8897,-1.3242,3.501
South East,51.8898,-1.3533,2.432
South East,51.8898,-1.3388,2.566
South East,51.8899,-1.3678,3.017
South East,51.8900,-1.3824,35.606
South East,51.8901,-1.4114,1.493
South East,51.8901,-1.3969,0.351
South East,51.8902,-1.4260,9.217
South East,51.8903,-1.4405,0.570
South East,51.8904,-1.4696,2.215
South East,51.8904,-1.4550,0.623
South East,51.8905,-1.4986,26.133
South East,51.8905,-1.4841,10.852
South East,51.8906,-1.5132,17.675
South East,51.8907,-1.5422,6.179
South East,51.8907,-1.5277,81.431
South East,51.8908,-1.5713,1.760
South East,51.8908,-1.5568,1.595
South East,51.8909,-1.6004,5.831
South East,51.8909,-1.5858,2.521
South East,51.8910,-1.6294,1.464
South East,51.8910,-1.6149,0.466
South East,51.8911,-1.6439,6.018
South East,51.8924,-0.6121,2.173
South East,51.8926,-0.6266,33.383
South East,51.8928,-0.6411,20.752
South East,51.8929,-0.6556,4.288
South East,51.8931,-0.6702,6.819
South East,51.8933,-0.6847,6.640
South East,51.8934,-0.6992,22.709
South East,51.8936,-0.7138,520.000
South East,51.8937,-0.7283,25.094
South East,51.8939,-0.7428,0.712
South East,51.8940,-0.7574,17.932
South East,51.8942,-0.7719,35.312
South East,51.8943,-0.7864,32.136
South East,51.8945,-0.8009,0.452
South East,51.8946,-0.8155,2.691
South East,51.8948,-0.8300,12.481
South East,51.8949,-0.8445,11.521
South East,51.8951,-0.8591,15.156
South East,51.8952,-0.8736,141.497
South East,51.8954,-0.8881,15.192
South East,51.8955,-0.9027,3.984
South East,51.8956,-0.9172,6.198
South East,51.8958,-0.9317,4.870
South East,51.8959,-0.9463,3.099
South East,51.8960,-0.9608,1.988
South East,51.8961,-0.9753,4.306
South East,51.8963,-0.9898,14.359
South East,51.8964,-1.0044,30.770
South East,51.8965,-1.0189,88.204
South East,51.8966,-1.0334,5.946
South East,51.8968,-1.0480,5.639
South East,51.8969,-1.0625,97.871
South East,51.8970,-1.0770,6.525
South East,51.8971,-1.0916,8.027
South East,51.8972,-1.1061,29.839
South East,51.8973,-1.1206,261.101
South East,51.8974,-1.1352,798.574
South East,51.8975,-1.1497,3018.065
South East,51.8976,-1.1642,1767.729
South East,51.8977,-1.1788,846.395
South East,51.8978,-1.1933,15.789
South East,51.8979,-1.2078,3.415
South East,51.8980,-1.2224,2.120
South East,51.8981,-1.2369,0.685
South East,51.8982,-1.2514,0.821
South East,51.8983,-1.2660,3.760
South East,51.8984,-1.2805,7.910
South East,51.8985,-1.2950,3.487
South East,51.8986,-1.3096,0.813
South East,51.8987,-1.3386,0.375
South East,51.8987,-1.3241,0.506
South East,51.8988,-1.3532,0.610
South East,51.8989,-1.3677,10.910
South East,51.8990,-1.3822,5.693
South East,51.8991,-1.4113,6.362
South East,51.8991,-1.3968,9.940
South East,51.8992,-1.4259,0.982
South East,51.8993,-1.4549,1.213
South East,51.8993,-1.4404,1.618
South East,51.8994,-1.4695,4.045
South East,51.8995,-1.4985,15.851
South East,51.8995,-1.4840,1.903
South East,51.8996,-1.5131,51.219
South East,51.8997,-1.5421,1.621
South East,51.8997,-1.5276,176.827
South East,51.8998,-1.5712,8.460
South East,51.8998,-1.5567,1.983
South East,51.8999,-1.6003,14.581
South East,51.8999,-1.5857,10.437
South East,51.9000,-1.6293,43.563
South East,51.9000,-1.6148,18.892
South East,51.9001,-1.6584,0.688
South East,51.9001,-1.6439,121.007
South East,51.9019,-0.6554,45.658
South East,51.9021,-0.6699,13.198
South East,51.9022,-0.6844,3.162
South East,51.9024,-0.6990,28.797
South East,51.9026,-0.7135,473.202
South East,51.9027,-0.7280,65.120
South East,51.9029,-0.7426,2.494
South East,51.9030,-0.7571,9.888
South East,51.9032,-0.7716,8.122
South East,51.9033,-0.7862,2.149
South East,51.9035,-0.8007,1.289
South East,51.9036,-0.8152,1.180
South East,51.9038,-0.8298,1.337
South East,51.9039,-0.8443,4.078
South East,51.9041,-0.8588,7.750
South East,51.9042,-0.8734,51.741
South East,51.9043,-0.8879,8.074
South East,51.9045,-0.9024,10.006
South East,51.9046,-0.9170,6.269
South East,51.9047,-0.9315,4.944
South East,51.9049,-0.9460,2.177
South East,51.9050,-0.9606,0.594
South East,51.9051,-0.9751,2.107
South East,51.9053,-0.9896,7.031
South East,51.9054,-1.0042,47.682
South East,51.9055,-1.0187,2.154
South East,51.9056,-1.0333,3.432
South East,51.9057,-1.0478,87.868
South East,51.9059,-1.0623,162.946
South East,51.9060,-1.0769,6.793
South East,51.9061,-1.0914,4.743
South East,51.9062,-1.1059,7.193
South East,51.9063,-1.1205,13.289
South East,51.9064,-1.1350,1424.822
South East,51.9065,-1.1495,2127.911
South East,51.9066,-1.1641,1768.235
South East,51.9067,-1.1786,285.602
South East,51.9068,-1.1931,35.021
South East,51.9069,-1.2077,2.544
South East,51.9070,-1.2222,28.124
South East,51.9071,-1.2368,5.474
South East,51.9072,-1.2513,0.923
South East,51.9073,-1.2658,4.263
South East,51.9074,-1.2804,1.335
South East,51.9075,-1.2949,1.526
South East,51.9076,-1.3094,2.670
South East,51.9077,-1.3385,1.205
South East,51.9077,-1.3240,0.301
South East,51.9078,-1.3531,1.159
South East,51.9079,-1.3676,1.510
South East,51.9080,-1.3821,4.695
South East,51.9081,-1.4112,5.384
South East,51.9081,-1.3967,1.035
South East,51.9082,-1.4257,17.326
South East,51.9083,-1.4548,46.870
South East,51.9083,-1.4403,15.493
South East,51.9085,-1.4984,0.488
South East,51.9085,-1.4839,0.159
South East,51.9086,-1.5130,0.610
South East,51.9087,-1.5275,3.857
South East,51.9088,-1.5711,8.168
South East,51.9088,-1.5566,1.322
South East,51.9089,-1.6002,2.337
South East,51.9089,-1.5857,42.201
South East,51.9090,-1.6293,64.266
South East,51.9090,-1.6147,29.792
South East,51.9091,-1.6438,0.621
South East,51.9112,-0.6842,37.088
South East,51.9114,-0.6987,23.988
South East,51.9116,-0.7132,25.457
South East,51.9117,-0.7278,11.749
South East,51.9119,-0.7423,5.630
South East,51.9120,-0.7569,25.918
South East,51.9122,-0.7714,15.904
South East,51.9123,-0.7859,18.053
South East,51.9125,-0.8005,22.781
South East,51.9126,-0.8150,0.536
South East,51.9128,-0.8295,2.942
South East,51.9129,-0.8441,5.666
South East,51.9131,-0.8586,7.747
South East,51.9132,-0.8731,4.864
South East,51.9133,-0.8877,52.748
South East,51.9135,-0.9022,12.221
South East,51.9136,-0.9168,3.955
South East,51.9137,-0.9313,47.356
South East,51.9139,-0.9458,3.587
South East,51.9140,-0.9604,0.400
South East,51.9141,-0.9749,2.059
South East,51.9143,-0.9894,21.264
South East,51.9144,-1.0040,281.742
South East,51.9145,-1.0185,89.301
South East,51.9146,-1.0331,12.519
